Id,Name,Species,Mass,Uncertainity,Analythical Method,Uncertainty Method,Particle Size,N Samples,Reference,Country,Place,Test Year,Sampling Method,Latitude,Longitude,CAS Number,Symbol,Reference,Link,Other comments
C10WC3C,Wood Combustion in Chulha (Stove),Silver,0.0266,0.0191,Inductively Coupled Plasma Atomic Emission Spectroscopy (ICP-AES),standard deviation,PM10,3,"Patil et al.,2013",India,Saw Mills in chennai,3-10-2007,composite of 3 samples from a stove burning waste wood from saw mills in chennai,13.0827,80.2707,7440-22-4,Ag,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.01",https://doi.org/10.1016/j.atmosres.2013.04.012,Samples collected from chennai sampled in laboratory for 20 min duration of sampling with dilution ratio of 1:10
C10WC3C,Wood Combustion in Chulha (Stove),Aluminium,0.0167,0.0020,Inductively Coupled Plasma Atomic Emission Spectroscopy (ICP-AES),standard deviation,PM10,3,"Patil et al.,2013",India,Saw Mills in chennai,3-10-2007,composite of 3 samples from a stove burning waste wood from saw mills in chennai,13.0827,80.2707,7429-90-5,Al,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.02",https://doi.org/10.1016/j.atmosres.2013.04.013,Samples collected from chennai sampled in laboratory for 20 min duration of sampling with dilution ratio of 1:10
C10WC3C,Wood Combustion in Chulha (Stove),Arsenic,0.0496,0.0202,Inductively Coupled Plasma Atomic Emission Spectroscopy (ICP-AES),standard deviation,PM10,3,"Patil et al.,2013",India,Saw Mills in chennai,3-10-2007,composite of 3 samples from a stove burning waste wood from saw mills in chennai,13.0827,80.2707,7440-38-2,As,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.03",https://doi.org/10.1016/j.atmosres.2013.04.014,Samples collected from chennai sampled in laboratory for 20 min duration of sampling with dilution ratio of 1:10
C10WC3C,Wood Combustion in Chulha (Stove),Barium,0.0757,0.0064,Inductively Coupled Plasma Atomic Emission Spectroscopy (ICP-AES),standard deviation,PM10,3,"Patil et al.,2013",India,Saw Mills in chennai,3-10-2007,composite of 3 samples from a stove burning waste wood from saw mills in chennai,13.0827,80.2707,7440-39-3,Ba,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.04",https://doi.org/10.1016/j.atmosres.2013.04.015,Samples collected from chennai sampled in laboratory for 20 min duration of sampling with dilution ratio of 1:10
C10WC3C,Wood Combustion in Chulha (Stove),Calcium,0.3891,0.0390,Inductively Coupled Plasma Atomic Emission Spectroscopy (ICP-AES),standard deviation,PM10,3,"Patil et al.,2013",India,Saw Mills in chennai,3-10-2007,composite of 3 samples from a stove burning waste wood from saw mills in chennai,13.0827,80.2707,7440-70-2,Ca,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.05",https://doi.org/10.1016/j.atmosres.2013.04.016,Samples collected from chennai sampled in laboratory for 20 min duration of sampling with dilution ratio of 1:10
C10WC3C,Wood Combustion in Chulha (Stove),Cadmium,0.005,0.0016,Inductively Coupled Plasma Atomic Emission Spectroscopy (ICP-AES),standard deviation,PM10,3,"Patil et al.,2013",India,Saw Mills in chennai,3-10-2007,composite of 3 samples from a stove burning waste wood from saw mills in chennai,13.0827,80.2707,7440-43-9,Cd,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.06",https://doi.org/10.1016/j.atmosres.2013.04.017,Samples collected from chennai sampled in laboratory for 20 min duration of sampling with dilution ratio of 1:10
C10WC3C,Wood Combustion in Chulha (Stove),Cerium,0.0583,0.0419,Inductively Coupled Plasma Atomic Emission Spectroscopy (ICP-AES),standard deviation,PM10,3,"Patil et al.,2013",India,Saw Mills in chennai,3-10-2007,composite of 3 samples from a stove burning waste wood from saw mills in chennai,13.0827,80.2707,7440-45-1,Ce,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.07",https://doi.org/10.1016/j.atmosres.2013.04.018,Samples collected from chennai sampled in laboratory for 20 min duration of sampling with dilution ratio of 1:10
C10WC3C,Wood Combustion in Chulha (Stove),Cobalt,0.0065,0.0047,Inductively Coupled Plasma Atomic Emission Spectroscopy (ICP-AES),standard deviation,PM10,3,"Patil et al.,2013",India,Saw Mills in chennai,3-10-2007,composite of 3 samples from a stove burning waste wood from saw mills in chennai,13.0827,80.2707,7440-48-4,Co,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.08",https://doi.org/10.1016/j.atmosres.2013.04.019,Samples collected from chennai sampled in laboratory for 20 min duration of sampling with dilution ratio of 1:10
C10WC3C,Wood Combustion in Chulha (Stove),Chromium,0.0199,0.0025,Inductively Coupled Plasma Atomic Emission Spectroscopy (ICP-AES),standard deviation,PM10,3,"Patil et al.,2013",India,Saw Mills in chennai,3-10-2007,composite of 3 samples from a stove burning waste wood from saw mills in chennai,13.0827,80.2707,7440-47-3,Cr,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.09",https://doi.org/10.1016/j.atmosres.2013.04.020,Samples collected from chennai sampled in laboratory for 20 min duration of sampling with dilution ratio of 1:10
C10WC3C,Wood Combustion in Chulha (Stove),Copper,0.0719,0.0049,Inductively Coupled Plasma Atomic Emission Spectroscopy (ICP-AES),standard deviation,PM10,3,"Patil et al.,2013",India,Saw Mills in chennai,3-10-2007,composite of 3 samples from a stove burning waste wood from saw mills in chennai,13.0827,80.2707,7440-50-8,Cu,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.10",https://doi.org/10.1016/j.atmosres.2013.04.021,Samples collected from chennai sampled in laboratory for 20 min duration of sampling with dilution ratio of 1:10
