Id,Name,Species,Mass,Uncertainity,Analythical Method,Uncertainty Method,Particle Size,N Samples,Reference,Country,Place,Test Year,Control Method,Sampling Method,Latitude,Longitude,CAS Number,Symbol,Reference,Link,other details
B10DG3C,Industrial Diesel Generator,Tin,0.7018,0.0823,Inductively Coupled Plasma Atomic Emission Spectroscopy (ICP-AES),standard deviation,PM10,3,"Patil et al.,2013",India,"MICO, Banglore",27/10/2007,NIL,Composite of 3 samples from a 1250KVA industrial generator exhaust stack in Bangaluru with dilution 0f 1:15 for 15 mins sampling duration,12.9439839,77.5163398,7440-31-5,Sn,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.31",https://doi.org/10.1016/j.atmosres.2013.04.042,"Manufacturing fuel injection pumps for vehicles,20 lt/hr of low sulphur diesel"
B10DG3C,Industrial Diesel Generator,Strontium,0.002,0.0009,Inductively Coupled Plasma Atomic Emission Spectroscopy (ICP-AES),standard deviation,PM10,3,"Patil et al.,2013",India,"MICO, Banglore",27/10/2007,NIL,Composite of 3 samples from a 1250KVA industrial generator exhaust stack in Bangaluru with dilution 0f 1:15 for 15 mins sampling duration,12.9439839,77.5163398,7440-24-6,Sr,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.32",https://doi.org/10.1016/j.atmosres.2013.04.043,"Manufacturing fuel injection pumps for vehicles,20 lt/hr of low sulphur diesel"
B10DG3C,Industrial Diesel Generator,Thorium,0.1175,0.0336,Inductively Coupled Plasma Atomic Emission Spectroscopy (ICP-AES),standard deviation,PM10,3,"Patil et al.,2013",India,"MICO, Banglore",27/10/2007,NIL,Composite of 3 samples from a 1250KVA industrial generator exhaust stack in Bangaluru with dilution 0f 1:15 for 15 mins sampling duration,12.9439839,77.5163398,7440-29-1,Th,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.33",https://doi.org/10.1016/j.atmosres.2013.04.044,"Manufacturing fuel injection pumps for vehicles,20 lt/hr of low sulphur diesel"
B10DG3C,Industrial Diesel Generator,Titanium,0.0213,0.0065,Inductively Coupled Plasma Atomic Emission Spectroscopy (ICP-AES),standard deviation,PM10,3,"Patil et al.,2013",India,"MICO, Banglore",27/10/2007,NIL,Composite of 3 samples from a 1250KVA industrial generator exhaust stack in Bangaluru with dilution 0f 1:15 for 15 mins sampling duration,12.9439839,77.5163398,7440-32-6,Ti,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.34",https://doi.org/10.1016/j.atmosres.2013.04.045,"Manufacturing fuel injection pumps for vehicles,20 lt/hr of low sulphur diesel"
B10DG3C,Industrial Diesel Generator,Vanadium,0.4749,0.0682,Inductively Coupled Plasma Atomic Emission Spectroscopy (ICP-AES),standard deviation,PM10,3,"Patil et al.,2013",India,"MICO, Banglore",27/10/2007,NIL,Composite of 3 samples from a 1250KVA industrial generator exhaust stack in Bangaluru with dilution 0f 1:15 for 15 mins sampling duration,12.9439839,77.5163398,7440-62-2,V,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.35",https://doi.org/10.1016/j.atmosres.2013.04.046,"Manufacturing fuel injection pumps for vehicles,20 lt/hr of low sulphur diesel"
B10DG3C,Industrial Diesel Generator,Tungsten,0.3419,0.1386,Inductively Coupled Plasma Atomic Emission Spectroscopy (ICP-AES),standard deviation,PM10,3,"Patil et al.,2013",India,"MICO, Banglore",27/10/2007,NIL,Composite of 3 samples from a 1250KVA industrial generator exhaust stack in Bangaluru with dilution 0f 1:15 for 15 mins sampling duration,12.9439839,77.5163398,7440-33-7,W,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.36",https://doi.org/10.1016/j.atmosres.2013.04.047,"Manufacturing fuel injection pumps for vehicles,20 lt/hr of low sulphur diesel"
B10DG3C,Industrial Diesel Generator,Yttrium,0.0084,0.006,Inductively Coupled Plasma Atomic Emission Spectroscopy (ICP-AES),standard deviation,PM10,3,"Patil et al.,2013",India,"MICO, Banglore",27/10/2007,NIL,Composite of 3 samples from a 1250KVA industrial generator exhaust stack in Bangaluru with dilution 0f 1:15 for 15 mins sampling duration,12.9439839,77.5163398,7440-65-5,Y,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.37",https://doi.org/10.1016/j.atmosres.2013.04.048,"Manufacturing fuel injection pumps for vehicles,20 lt/hr of low sulphur diesel"
B10DG3C,Industrial Diesel Generator,Zinc,0.0239,0.0054,Inductively Coupled Plasma Atomic Emission Spectroscopy (ICP-AES),standard deviation,PM10,3,"Patil et al.,2013",India,"MICO, Banglore",27/10/2007,NIL,Composite of 3 samples from a 1250KVA industrial generator exhaust stack in Bangaluru with dilution 0f 1:15 for 15 mins sampling duration,12.9439839,77.5163398,7440-66-6,Zn,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.38",https://doi.org/10.1016/j.atmosres.2013.04.049,"Manufacturing fuel injection pumps for vehicles,20 lt/hr of low sulphur diesel"
B10DG3C,Industrial Diesel Generator,Zirconium,0.0114,0.01,Inductively Coupled Plasma Atomic Emission Spectroscopy (ICP-AES),standard deviation,PM10,3,"Patil et al.,2013",India,"MICO, Banglore",27/10/2007,NIL,Composite of 3 samples from a 1250KVA industrial generator exhaust stack in Bangaluru with dilution 0f 1:15 for 15 mins sampling duration,12.9439839,77.5163398,7440-67-7,Zr,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.39",https://doi.org/10.1016/j.atmosres.2013.04.050,"Manufacturing fuel injection pumps for vehicles,20 lt/hr of low sulphur diesel"
B10DG3C,Industrial Diesel Generator,Flouride,0.0271,0.0301,"Ion Cromatograph Method (Metrohm, Model IC Basic 792)",standard deviation,PM10,3,"Patil et al.,2013",India,"MICO, Banglore",27/10/2007,NIL,Composite of 3 samples from a 1250KVA industrial generator exhaust stack in Bangaluru with dilution 0f 1:15 for 15 mins sampling duration,12.9439839,77.5163398,16984-48-8,F-,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.40",https://doi.org/10.1016/j.atmosres.2013.04.051,"Manufacturing fuel injection pumps for vehicles,20 lt/hr of low sulphur diesel"
B10DG3C,Industrial Diesel Generator,Chloride,5.6944,1.0622,"Ion Cromatograph Method (Metrohm, Model IC Basic 792)",standard deviation,PM10,3,"Patil et al.,2013",India,"MICO, Banglore",27/10/2007,NIL,Composite of 3 samples from a 1250KVA industrial generator exhaust stack in Bangaluru with dilution 0f 1:15 for 15 mins sampling duration,12.9439839,77.5163398,16887-00-6,Cl-,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.41",https://doi.org/10.1016/j.atmosres.2013.04.052,"Manufacturing fuel injection pumps for vehicles,20 lt/hr of low sulphur diesel"
B10DG3C,Industrial Diesel Generator,Nitrite,0.1575,0.0111,"Ion Cromatograph Method (Metrohm, Model IC Basic 792)",standard deviation,PM10,3,"Patil et al.,2013",India,"MICO, Banglore",27/10/2007,NIL,Composite of 3 samples from a 1250KVA industrial generator exhaust stack in Bangaluru with dilution 0f 1:15 for 15 mins sampling duration,12.9439839,77.5163398,14797-65-0,NO2-,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.42",https://doi.org/10.1016/j.atmosres.2013.04.053,"Manufacturing fuel injection pumps for vehicles,20 lt/hr of low sulphur diesel"
B10DG3C,Industrial Diesel Generator,Bromide,0.3292,0.0999,"Ion Cromatograph Method (Metrohm, Model IC Basic 792)",standard deviation,PM10,3,"Patil et al.,2013",India,"MICO, Banglore",27/10/2007,NIL,Composite of 3 samples from a 1250KVA industrial generator exhaust stack in Bangaluru with dilution 0f 1:15 for 15 mins sampling duration,12.9439839,77.5163398,24959-67-9,Br-,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.43",https://doi.org/10.1016/j.atmosres.2013.04.054,"Manufacturing fuel injection pumps for vehicles,20 lt/hr of low sulphur diesel"
B10DG3C,Industrial Diesel Generator,Nitrate,8.4464,0.7263,"Ion Cromatograph Method (Metrohm, Model IC Basic 792)",standard deviation,PM10,3,"Patil et al.,2013",India,"MICO, Banglore",27/10/2007,NIL,Composite of 3 samples from a 1250KVA industrial generator exhaust stack in Bangaluru with dilution 0f 1:15 for 15 mins sampling duration,12.9439839,77.5163398,14797-55-8,NO3-,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.44",https://doi.org/10.1016/j.atmosres.2013.04.055,"Manufacturing fuel injection pumps for vehicles,20 lt/hr of low sulphur diesel"
B10DG3C,Industrial Diesel Generator,Phosphate,0.113,0.0812,"Ion Cromatograph Method (Metrohm, Model IC Basic 792)",standard deviation,PM10,3,"Patil et al.,2013",India,"MICO, Banglore",27/10/2007,NIL,Composite of 3 samples from a 1250KVA industrial generator exhaust stack in Bangaluru with dilution 0f 1:15 for 15 mins sampling duration,12.9439839,77.5163398,14265-44-2,PO4--,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.45",https://doi.org/10.1016/j.atmosres.2013.04.056,"Manufacturing fuel injection pumps for vehicles,20 lt/hr of low sulphur diesel"
B10DG3C,Industrial Diesel Generator,Sulfate,2.6541,0.2727,"Ion Cromatograph Method (Metrohm, Model IC Basic 792)",standard deviation,PM10,3,"Patil et al.,2013",India,"MICO, Banglore",27/10/2007,NIL,Composite of 3 samples from a 1250KVA industrial generator exhaust stack in Bangaluru with dilution 0f 1:15 for 15 mins sampling duration,12.9439839,77.5163398,14808-79-8,SO4--,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.46",https://doi.org/10.1016/j.atmosres.2013.04.057,"Manufacturing fuel injection pumps for vehicles,20 lt/hr of low sulphur diesel"
B10DG3C,Industrial Diesel Generator,Sodium ion,4.9937,1.9892,"Ion Cromatograph Method (Metrohm, Model IC Basic 792)",standard deviation,PM10,3,"Patil et al.,2013",India,"MICO, Banglore",27/10/2007,NIL,Composite of 3 samples from a 1250KVA industrial generator exhaust stack in Bangaluru with dilution 0f 1:15 for 15 mins sampling duration,12.9439839,77.5163398,,Na+,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.47",https://doi.org/10.1016/j.atmosres.2013.04.058,"Manufacturing fuel injection pumps for vehicles,20 lt/hr of low sulphur diesel"
B10DG3C,Industrial Diesel Generator,Ammonium,7.6642,1.1758,"Ion Cromatograph Method (Metrohm, Model IC Basic 792)",standard deviation,PM10,3,"Patil et al.,2013",India,"MICO, Banglore",27/10/2007,NIL,Composite of 3 samples from a 1250KVA industrial generator exhaust stack in Bangaluru with dilution 0f 1:15 for 15 mins sampling duration,12.9439839,77.5163398,,NH4+,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.48",https://doi.org/10.1016/j.atmosres.2013.04.059,"Manufacturing fuel injection pumps for vehicles,20 lt/hr of low sulphur diesel"
B10DG3C,Industrial Diesel Generator,Soluble Potassium,4.157,1.5373,"Ion Cromatograph Method (Metrohm, Model IC Basic 792)",standard deviation,PM10,3,"Patil et al.,2013",India,"MICO, Banglore",27/10/2007,NIL,Composite of 3 samples from a 1250KVA industrial generator exhaust stack in Bangaluru with dilution 0f 1:15 for 15 mins sampling duration,12.9439839,77.5163398,,K+,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.49",https://doi.org/10.1016/j.atmosres.2013.04.060,"Manufacturing fuel injection pumps for vehicles,20 lt/hr of low sulphur diesel"
B10DG3C,Industrial Diesel Generator,Soluble Calcium,3.825,2.6816,"Ion Cromatograph Method (Metrohm, Model IC Basic 792)",standard deviation,PM10,3,"Patil et al.,2013",India,"MICO, Banglore",27/10/2007,NIL,Composite of 3 samples from a 1250KVA industrial generator exhaust stack in Bangaluru with dilution 0f 1:15 for 15 mins sampling duration,12.9439839,77.5163398,,Ca2+,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.50",https://doi.org/10.1016/j.atmosres.2013.04.061,"Manufacturing fuel injection pumps for vehicles,20 lt/hr of low sulphur diesel"
B10DG3C,Industrial Diesel Generator,Soluble Magnesium,1.1191,0.7265,"Ion Cromatograph Method (Metrohm, Model IC Basic 792)",standard deviation,PM10,3,"Patil et al.,2013",India,"MICO, Banglore",27/10/2007,NIL,Composite of 3 samples from a 1250KVA industrial generator exhaust stack in Bangaluru with dilution 0f 1:15 for 15 mins sampling duration,12.9439839,77.5163398,,Mg2+,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.51",https://doi.org/10.1016/j.atmosres.2013.04.062,"Manufacturing fuel injection pumps for vehicles,20 lt/hr of low sulphur diesel"
B10DG3C,Industrial Diesel Generator,OC1,3.3233,0.1662,"Thermal/Optical Carbon Analyzer (Model 2001, DRI)",standard deviation,PM10,3,"Patil et al.,2013",India,"MICO, Banglore",27/10/2007,NIL,Composite of 3 samples from a 1250KVA industrial generator exhaust stack in Bangaluru with dilution 0f 1:15 for 15 mins sampling duration,12.9439839,77.5163398,,,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.52",https://doi.org/10.1016/j.atmosres.2013.04.063,"Manufacturing fuel injection pumps for vehicles,20 lt/hr of low sulphur diesel"
B10DG3C,Industrial Diesel Generator,OC2,4.5819,0.2291,"Thermal/Optical Carbon Analyzer (Model 2001, DRI)",standard deviation,PM10,3,"Patil et al.,2013",India,"MICO, Banglore",27/10/2007,NIL,Composite of 3 samples from a 1250KVA industrial generator exhaust stack in Bangaluru with dilution 0f 1:15 for 15 mins sampling duration,12.9439839,77.5163398,,,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.53",https://doi.org/10.1016/j.atmosres.2013.04.064,"Manufacturing fuel injection pumps for vehicles,20 lt/hr of low sulphur diesel"
B10DG3C,Industrial Diesel Generator,OC3,4.2458,0.2123,"Thermal/Optical Carbon Analyzer (Model 2001, DRI)",standard deviation,PM10,3,"Patil et al.,2013",India,"MICO, Banglore",27/10/2007,NIL,Composite of 3 samples from a 1250KVA industrial generator exhaust stack in Bangaluru with dilution 0f 1:15 for 15 mins sampling duration,12.9439839,77.5163398,,,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.54",https://doi.org/10.1016/j.atmosres.2013.04.065,"Manufacturing fuel injection pumps for vehicles,20 lt/hr of low sulphur diesel"
B10DG3C,Industrial Diesel Generator,OC4,1.6625,0.0831,"Thermal/Optical Carbon Analyzer (Model 2001, DRI)",standard deviation,PM10,3,"Patil et al.,2013",India,"MICO, Banglore",27/10/2007,NIL,Composite of 3 samples from a 1250KVA industrial generator exhaust stack in Bangaluru with dilution 0f 1:15 for 15 mins sampling duration,12.9439839,77.5163398,,,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.55",https://doi.org/10.1016/j.atmosres.2013.04.066,"Manufacturing fuel injection pumps for vehicles,20 lt/hr of low sulphur diesel"
B10DG3C,Industrial Diesel Generator,OP,2.6723,0.1336,"Thermal/Optical Carbon Analyzer (Model 2001, DRI)",standard deviation,PM10,3,"Patil et al.,2013",India,"MICO, Banglore",27/10/2007,NIL,Composite of 3 samples from a 1250KVA industrial generator exhaust stack in Bangaluru with dilution 0f 1:15 for 15 mins sampling duration,12.9439839,77.5163398,,,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.56",https://doi.org/10.1016/j.atmosres.2013.04.067,"Manufacturing fuel injection pumps for vehicles,20 lt/hr of low sulphur diesel"
B10DG3C,Industrial Diesel Generator,EC1,17.0459,0.8523,"Thermal/Optical Carbon Analyzer (Model 2001, DRI)",standard deviation,PM10,3,"Patil et al.,2013",India,"MICO, Banglore",27/10/2007,NIL,Composite of 3 samples from a 1250KVA industrial generator exhaust stack in Bangaluru with dilution 0f 1:15 for 15 mins sampling duration,12.9439839,77.5163398,,,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.57",https://doi.org/10.1016/j.atmosres.2013.04.068,"Manufacturing fuel injection pumps for vehicles,20 lt/hr of low sulphur diesel"
B10DG3C,Industrial Diesel Generator,EC2,14.307,0.7153,"Thermal/Optical Carbon Analyzer (Model 2001, DRI)",standard deviation,PM10,3,"Patil et al.,2013",India,"MICO, Banglore",27/10/2007,NIL,Composite of 3 samples from a 1250KVA industrial generator exhaust stack in Bangaluru with dilution 0f 1:15 for 15 mins sampling duration,12.9439839,77.5163398,,,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.58",https://doi.org/10.1016/j.atmosres.2013.04.069,"Manufacturing fuel injection pumps for vehicles,20 lt/hr of low sulphur diesel"
B10DG3C,Industrial Diesel Generator,EC3,1.1836,0.0592,"Thermal/Optical Carbon Analyzer (Model 2001, DRI)",standard deviation,PM10,3,"Patil et al.,2013",India,"MICO, Banglore",27/10/2007,NIL,Composite of 3 samples from a 1250KVA industrial generator exhaust stack in Bangaluru with dilution 0f 1:15 for 15 mins sampling duration,12.9439839,77.5163398,,,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.59",https://doi.org/10.1016/j.atmosres.2013.04.070,"Manufacturing fuel injection pumps for vehicles,20 lt/hr of low sulphur diesel"
