Id,Name,Species,Mass,Uncertainity,Analythical Method,Uncertainty Method,Particle Size,N Samples,Reference,Country,Place,Test Year,Sampling Method,Latitude,Longitude,CAS Number,Symbol,Reference,Link,Other comments
C10WC3C,Wood Combustion in Chulha (Stove),Sodium,0.2134,0.0362,Inductively Coupled Plasma Atomic Emission Spectroscopy (ICP-AES),standard deviation,PM10,3,"Patil et al.,2013",India,Laboratory samples at kanpur,3-10-2007,composite of 3 samples from a stove burning fire wood from kanpur,26.4499,80.3319,7440-23-5,Na,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.21",https://doi.org/10.1016/j.atmosres.2013.04.032,Samples collected from kanpur sampled in laboratory for 15 min duration of sampling with dilution ratio of 1:10
C10WC3C,Wood Combustion in Chulha (Stove),Nickel,0.0223,0.0338,Inductively Coupled Plasma Atomic Emission Spectroscopy (ICP-AES),standard deviation,PM10,3,"Patil et al.,2013",India,Laboratory samples at kanpur,3-10-2007,composite of 3 samples from a stove burning fire wood from kanpur,26.4499,80.3319,7440-02-0,Ni,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.22",https://doi.org/10.1016/j.atmosres.2013.04.033,Samples collected from kanpur sampled in laboratory for 15 min duration of sampling with dilution ratio of 1:10
C10WC3C,Wood Combustion in Chulha (Stove),Phosphorus,0.0592,0.0291,Inductively Coupled Plasma Atomic Emission Spectroscopy (ICP-AES),standard deviation,PM10,3,"Patil et al.,2013",India,Laboratory samples at kanpur,3-10-2007,composite of 3 samples from a stove burning fire wood from kanpur,26.4499,80.3319,7723-14-0,P,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.23",https://doi.org/10.1016/j.atmosres.2013.04.034,Samples collected from kanpur sampled in laboratory for 15 min duration of sampling with dilution ratio of 1:10
C10WC3C,Wood Combustion in Chulha (Stove),Lead,0.4709,0.0620,Inductively Coupled Plasma Atomic Emission Spectroscopy (ICP-AES),standard deviation,PM10,3,"Patil et al.,2013",India,Laboratory samples at kanpur,3-10-2007,composite of 3 samples from a stove burning fire wood from kanpur,26.4499,80.3319,7439-92-1,Pb,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.24",https://doi.org/10.1016/j.atmosres.2013.04.035,Samples collected from kanpur sampled in laboratory for 15 min duration of sampling with dilution ratio of 1:10
C10WC3C,Wood Combustion in Chulha (Stove),Palladium,0.0213,0.0182,Inductively Coupled Plasma Atomic Emission Spectroscopy (ICP-AES),standard deviation,PM10,3,"Patil et al.,2013",India,Laboratory samples at kanpur,3-10-2007,composite of 3 samples from a stove burning fire wood from kanpur,26.4499,80.3319,2023568,Pd,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.25",https://doi.org/10.1016/j.atmosres.2013.04.036,Samples collected from kanpur sampled in laboratory for 15 min duration of sampling with dilution ratio of 1:10
C10WC3C,Wood Combustion in Chulha (Stove),Antimony,0.0531,0.0200,Inductively Coupled Plasma Atomic Emission Spectroscopy (ICP-AES),standard deviation,PM10,3,"Patil et al.,2013",India,Laboratory samples at kanpur,3-10-2007,composite of 3 samples from a stove burning fire wood from kanpur,26.4499,80.3319,7440-36-0,Sb,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.26",https://doi.org/10.1016/j.atmosres.2013.04.037,Samples collected from kanpur sampled in laboratory for 15 min duration of sampling with dilution ratio of 1:10
C10WC3C,Wood Combustion in Chulha (Stove),Scandium,0.0025,0.0009,Inductively Coupled Plasma Atomic Emission Spectroscopy (ICP-AES),standard deviation,PM10,3,"Patil et al.,2013",India,Laboratory samples at kanpur,3-10-2007,composite of 3 samples from a stove burning fire wood from kanpur,26.4499,80.3319,7440-20-2,Sc,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.27",https://doi.org/10.1016/j.atmosres.2013.04.038,Samples collected from kanpur sampled in laboratory for 15 min duration of sampling with dilution ratio of 1:10
C10WC3C,Wood Combustion in Chulha (Stove),Selenium,0.1246,0.0229,Inductively Coupled Plasma Atomic Emission Spectroscopy (ICP-AES),standard deviation,PM10,3,"Patil et al.,2013",India,Laboratory samples at kanpur,3-10-2007,composite of 3 samples from a stove burning fire wood from kanpur,26.4499,80.3319,7782-49-2,Se,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.28",https://doi.org/10.1016/j.atmosres.2013.04.039,Samples collected from kanpur sampled in laboratory for 15 min duration of sampling with dilution ratio of 1:10
C10WC3C,Wood Combustion in Chulha (Stove),Silicon,0.671,0.0550,Inductively Coupled Plasma Atomic Emission Spectroscopy (ICP-AES),standard deviation,PM10,3,"Patil et al.,2013",India,Laboratory samples at kanpur,3-10-2007,composite of 3 samples from a stove burning fire wood from kanpur,26.4499,80.3319,7440-21-3,Si,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.29",https://doi.org/10.1016/j.atmosres.2013.04.040,Samples collected from kanpur sampled in laboratory for 15 min duration of sampling with dilution ratio of 1:10
C10WC3C,Wood Combustion in Chulha (Stove),Samarium,0.0294,0.0212,Inductively Coupled Plasma Atomic Emission Spectroscopy (ICP-AES),standard deviation,PM10,3,"Patil et al.,2013",India,Laboratory samples at kanpur,3-10-2007,composite of 3 samples from a stove burning fire wood from kanpur,26.4499,80.3319,7440-19-9,Sm,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.30",https://doi.org/10.1016/j.atmosres.2013.04.041,Samples collected from kanpur sampled in laboratory for 15 min duration of sampling with dilution ratio of 1:10
