Id,Name,Species,Mass,Uncertainity,Analythical Method,Uncertainty Method,Particle Size,N Samples,Reference,Country,Place,Test Year,Sampling Method,Latitude,Longitude,CAS Number,Symbol,Reference,Link,Other comments
K10CC3C,Coal Combustion in Stoves,Sodium,0.0345,0.0248,Inductively Coupled Plasma Atomic Emission Spectroscopy (ICP-AES),standard deviation,PM10,3,"Patil et al.,2013",India,Samples Collected from Kanpur,3-10-2007,composite of 3 samples taken from the exhaust line of a boiler in bengaluru,26.4499,80.3319,7440-23-5,Na,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.21",https://doi.org/10.1016/j.atmosres.2013.04.032,samples were collected from the dpmestic/tandoor stoves and samples at 1:10 dilution ratio for 60 minute duration
K10CC3C,Coal Combustion in Stoves,Nickel,0.0217,0.0342,Inductively Coupled Plasma Atomic Emission Spectroscopy (ICP-AES),standard deviation,PM10,3,"Patil et al.,2013",India,Samples Collected from Kanpur,3-10-2007,composite of 3 samples taken from the exhaust line of a boiler in bengaluru,26.4499,80.3319,7440-02-0,Ni,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.22",https://doi.org/10.1016/j.atmosres.2013.04.033,samples were collected from the dpmestic/tandoor stoves and samples at 1:10 dilution ratio for 60 minute duration
K10CC3C,Coal Combustion in Stoves,Phosphorus,0.0395,0.0284,Inductively Coupled Plasma Atomic Emission Spectroscopy (ICP-AES),standard deviation,PM10,3,"Patil et al.,2013",India,Samples Collected from Kanpur,3-10-2007,composite of 3 samples taken from the exhaust line of a boiler in bengaluru,26.4499,80.3319,7723-14-0,P,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.23",https://doi.org/10.1016/j.atmosres.2013.04.034,samples were collected from the dpmestic/tandoor stoves and samples at 1:10 dilution ratio for 60 minute duration
K10CC3C,Coal Combustion in Stoves,Lead,1.5716,0.1364,Inductively Coupled Plasma Atomic Emission Spectroscopy (ICP-AES),standard deviation,PM10,3,"Patil et al.,2013",India,Samples Collected from Kanpur,3-10-2007,composite of 3 samples taken from the exhaust line of a boiler in bengaluru,26.4499,80.3319,7439-92-1,Pb,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.24",https://doi.org/10.1016/j.atmosres.2013.04.035,samples were collected from the dpmestic/tandoor stoves and samples at 1:10 dilution ratio for 60 minute duration
K10CC3C,Coal Combustion in Stoves,Palladium,0.026,0.0187,Inductively Coupled Plasma Atomic Emission Spectroscopy (ICP-AES),standard deviation,PM10,3,"Patil et al.,2013",India,Samples Collected from Kanpur,3-10-2007,composite of 3 samples taken from the exhaust line of a boiler in bengaluru,26.4499,80.3319,2023568,Pd,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.25",https://doi.org/10.1016/j.atmosres.2013.04.036,samples were collected from the dpmestic/tandoor stoves and samples at 1:10 dilution ratio for 60 minute duration
K10CC3C,Coal Combustion in Stoves,Antimony,0.026,0.0187,Inductively Coupled Plasma Atomic Emission Spectroscopy (ICP-AES),standard deviation,PM10,3,"Patil et al.,2013",India,Samples Collected from Kanpur,3-10-2007,composite of 3 samples taken from the exhaust line of a boiler in bengaluru,26.4499,80.3319,7440-36-0,Sb,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.26",https://doi.org/10.1016/j.atmosres.2013.04.037,samples were collected from the dpmestic/tandoor stoves and samples at 1:10 dilution ratio for 60 minute duration
K10CC3C,Coal Combustion in Stoves,Scandium,0.0005,0.0008,Inductively Coupled Plasma Atomic Emission Spectroscopy (ICP-AES),standard deviation,PM10,3,"Patil et al.,2013",India,Samples Collected from Kanpur,3-10-2007,composite of 3 samples taken from the exhaust line of a boiler in bengaluru,26.4499,80.3319,7440-20-2,Sc,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.27",https://doi.org/10.1016/j.atmosres.2013.04.038,samples were collected from the dpmestic/tandoor stoves and samples at 1:10 dilution ratio for 60 minute duration
K10CC3C,Coal Combustion in Stoves,Selenium,0.0438,0.0183,Inductively Coupled Plasma Atomic Emission Spectroscopy (ICP-AES),standard deviation,PM10,3,"Patil et al.,2013",India,Samples Collected from Kanpur,3-10-2007,composite of 3 samples taken from the exhaust line of a boiler in bengaluru,26.4499,80.3319,7782-49-2,Se,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.28",https://doi.org/10.1016/j.atmosres.2013.04.039,samples were collected from the dpmestic/tandoor stoves and samples at 1:10 dilution ratio for 60 minute duration
K10CC3C,Coal Combustion in Stoves,Silicon,0.2214,0.0242,Inductively Coupled Plasma Atomic Emission Spectroscopy (ICP-AES),standard deviation,PM10,3,"Patil et al.,2013",India,Samples Collected from Kanpur,3-10-2007,composite of 3 samples taken from the exhaust line of a boiler in bengaluru,26.4499,80.3319,7440-21-3,Si,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.29",https://doi.org/10.1016/j.atmosres.2013.04.040,samples were collected from the dpmestic/tandoor stoves and samples at 1:10 dilution ratio for 60 minute duration
K10CC3C,Coal Combustion in Stoves,Samarium,0.0298,0.0214,Inductively Coupled Plasma Atomic Emission Spectroscopy (ICP-AES),standard deviation,PM10,3,"Patil et al.,2013",India,Samples Collected from Kanpur,3-10-2007,composite of 3 samples taken from the exhaust line of a boiler in bengaluru,26.4499,80.3319,7440-19-9,Sm,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.30",https://doi.org/10.1016/j.atmosres.2013.04.041,samples were collected from the dpmestic/tandoor stoves and samples at 1:10 dilution ratio for 60 minute duration
K10CC3C,Coal Combustion in Stoves,Tin,0.1478,0.0181,Inductively Coupled Plasma Atomic Emission Spectroscopy (ICP-AES),standard deviation,PM10,3,"Patil et al.,2013",India,Samples Collected from Kanpur,3-10-2007,composite of 3 samples taken from the exhaust line of a boiler in bengaluru,26.4499,80.3319,7440-31-5,Sn,"Patil, R. S., Kumar, R., Menon, R., Shah, M. K., & Sethi, V. (2013). Development of particulate matter speciation profiles for major sources in six cities in India. Atmospheric Research, 132-133, 1–11. doi:10.1016/j.atmosres.2013.04.31",https://doi.org/10.1016/j.atmosres.2013.04.042,samples were collected from the dpmestic/tandoor stoves and samples at 1:10 dilution ratio for 60 minute duration
